Namespace(Lambda_KL=0.1, Lambda_ST=0.1, Lambda_global=1000, all_use='no', aux_iter=16, batch_size=128, beta=0.5, checkpoint_dir='checkpoint', cuda=True, entropy_thr=0.7, epoch_decay=100, epr=1, init_tgt_port=0.2, load_checkpoint=None, lr=0.0005, max_epoch=500, max_mu=1, max_tgt_port=0.5, mu=1.1000000000000001e-05, n_samples=10, nclasses=10, ndomain=5, net='conv3_fc2', nfeat=2048, no_cuda=False, num_rounds=20, optimizer='adam', pho=1.1, ratio=0.3, record_folder='record', save_epoch=20, save_model=True, seed=1, sigma=0.05, target='mnistm', tgt_port_step=0.05, use_target=True)

  Train Epoch:   0 [  1/195.3125 (0.01%)]	Loss_cls_domain: 9.20876	Loss_cls_source: 9.20661	Loss_cls_target: 0.00000	Loss_local: 0.00034	Loss_ALM: 0.00198	 mu: 0.00001
  Train Epoch:  12 [ 91/195.3125 (0.47%)]	Loss_cls_domain: 0.04866	Loss_cls_source: 0.54209	Loss_cls_target: 0.01042	Loss_local: 0.00002	Loss_ALM: 180.14246	 mu: 1.00000
  Train Epoch:  12 [101/195.3125 (0.52%)]	Loss_cls_domain: 0.05007	Loss_cls_source: 0.42466	Loss_cls_target: 0.01013	Loss_local: 0.00002	Loss_ALM: 180.54265	 mu: 1.00000
  Train Epoch:  12 [111/195.3125 (0.57%)]	Loss_cls_domain: 0.04432	Loss_cls_source: 0.24698	Loss_cls_target: 0.01135	Loss_local: 0.00001	Loss_ALM: 179.22229	 mu: 1.00000
  Train Epoch:  12 [121/195.3125 (0.62%)]	Loss_cls_domain: 0.05003	Loss_cls_source: 0.66396	Loss_cls_target: 0.00877	Loss_local: 0.00002	Loss_ALM: 180.53008	 mu: 1.00000
  Train Epoch:  12 [131/195.3125 (0.67%)]	Loss_cls_domain: 0.05054	Loss_cls_source: 0.59522	Loss_cls_target: 0.00980	Loss_local: 0.00002	Loss_ALM: 180.64502	 mu: 1.00000
  Train Epoch:  12 [141/195.3125 (0.72%)]	Loss_cls_domain: 0.04553	Loss_cls_source: 0.37052	Loss_cls_target: 0.00938	Loss_local: 0.00002	Loss_ALM: 179.70979	 mu: 1.00000
  Train Epoch:  12 [151/195.3125 (0.77%)]	Loss_cls_domain: 0.04590	Loss_cls_source: 0.26139	Loss_cls_target: 0.00883	Loss_local: 0.00001	Loss_ALM: 179.66205	 mu: 1.00000
  Train Epoch:  12 [161/195.3125 (0.82%)]	Loss_cls_domain: 0.04704	Loss_cls_source: 0.49806	Loss_cls_target: 0.01037	Loss_local: 0.00002	Loss_ALM: 180.20639	 mu: 1.00000
  Train Epoch:  12 [171/195.3125 (0.88%)]	Loss_cls_domain: 0.04653	Loss_cls_source: 0.47563	Loss_cls_target: 0.01038	Loss_local: 0.00002	Loss_ALM: 180.01611	 mu: 1.00000
  Train Epoch:  12 [181/195.3125 (0.93%)]	Loss_cls_domain: 0.04695	Loss_cls_source: 0.38154	Loss_cls_target: 0.00932	Loss_local: 0.00002	Loss_ALM: 180.06589	 mu: 1.00000
  Train Epoch:  12 [191/195.3125 (0.98%)]	Loss_cls_domain: 0.04947	Loss_cls_source: 0.72597	Loss_cls_target: 0.00985	Loss_local: 0.00003	Loss_ALM: 180.40411	 mu: 1.00000
  Train Epoch:  12 [201/195.3125 (1.03%)]	Loss_cls_domain: 0.04444	Loss_cls_source: 0.20809	Loss_cls_target: 0.00977	Loss_local: 0.00001	Loss_ALM: 179.43831	 mu: 1.00000
  Train Epoch:  12 [211/195.3125 (1.08%)]	Loss_cls_domain: 0.04569	Loss_cls_source: 0.49411	Loss_cls_target: 0.00990	Loss_local: 0.00002	Loss_ALM: 179.83430	 mu: 1.00000
  Train Epoch:  12 [221/195.3125 (1.13%)]	Loss_cls_domain: 0.04481	Loss_cls_source: 0.30992	Loss_cls_target: 0.00968	Loss_local: 0.00001	Loss_ALM: 179.49380	 mu: 1.00000
  Train Epoch:  12 [231/195.3125 (1.18%)]	Loss_cls_domain: 0.04574	Loss_cls_source: 0.35056	Loss_cls_target: 0.00998	Loss_local: 0.00001	Loss_ALM: 179.94287	 mu: 1.00000
  Train Epoch:  13 [  1/195.3125 (0.01%)]	Loss_cls_domain: 0.04595	Loss_cls_source: 0.50846	Loss_cls_target: 0.00972	Loss_local: 0.00002	Loss_ALM: 179.80652	 mu: 1.00000
  Train Epoch:  13 [ 11/195.3125 (0.06%)]	Loss_cls_domain: 0.04853	Loss_cls_source: 0.63304	Loss_cls_target: 0.00872	Loss_local: 0.00002	Loss_ALM: 180.15721	 mu: 1.00000
  Train Epoch:  13 [ 21/195.3125 (0.11%)]	Loss_cls_domain: 0.04667	Loss_cls_source: 0.50694	Loss_cls_target: 0.01077	Loss_local: 0.00002	Loss_ALM: 179.91313	 mu: 1.00000
  Train Epoch:  13 [ 31/195.3125 (0.16%)]	Loss_cls_domain: 0.04453	Loss_cls_source: 0.33528	Loss_cls_target: 0.00950	Loss_local: 0.00002	Loss_ALM: 179.70816	 mu: 1.00000
  Train Epoch:  13 [ 41/195.3125 (0.21%)]	Loss_cls_domain: 0.04767	Loss_cls_source: 0.71945	Loss_cls_target: 0.00877	Loss_local: 0.00003	Loss_ALM: 180.11044	 mu: 1.00000
  Train Epoch:  13 [ 51/195.3125 (0.26%)]	Loss_cls_domain: 0.04293	Loss_cls_source: 0.29660	Loss_cls_target: 0.01110	Loss_local: 0.00001	Loss_ALM: 179.39624	 mu: 1.00000
  Train Epoch:  13 [ 61/195.3125 (0.31%)]	Loss_cls_domain: 0.04807	Loss_cls_source: 0.55573	Loss_cls_target: 0.01040	Loss_local: 0.00002	Loss_ALM: 180.54744	 mu: 1.00000
  Train Epoch:  13 [ 71/195.3125 (0.36%)]	Loss_cls_domain: 0.04298	Loss_cls_source: 0.26423	Loss_cls_target: 0.01037	Loss_local: 0.00001	Loss_ALM: 179.46602	 mu: 1.00000
  Train Epoch:  13 [ 81/195.3125 (0.41%)]	Loss_cls_domain: 0.04632	Loss_cls_source: 0.57350	Loss_cls_target: 0.00975	Loss_local: 0.00002	Loss_ALM: 180.19662	 mu: 1.00000
  Train Epoch:  13 [ 91/195.3125 (0.47%)]	Loss_cls_domain: 0.04467	Loss_cls_source: 0.52313	Loss_cls_target: 0.01014	Loss_local: 0.00002	Loss_ALM: 179.81377	 mu: 1.00000
  Train Epoch:  13 [101/195.3125 (0.52%)]	Loss_cls_domain: 0.04438	Loss_cls_source: 0.37936	Loss_cls_target: 0.01002	Loss_local: 0.00002	Loss_ALM: 179.88928	 mu: 1.00000
  Train Epoch:  13 [111/195.3125 (0.57%)]	Loss_cls_domain: 0.04388	Loss_cls_source: 0.32648	Loss_cls_target: 0.01068	Loss_local: 0.00001	Loss_ALM: 179.81969	 mu: 1.00000
  Train Epoch:  13 [121/195.3125 (0.62%)]	Loss_cls_domain: 0.04380	Loss_cls_source: 0.21996	Loss_cls_target: 0.01008	Loss_local: 0.00001	Loss_ALM: 179.73630	 mu: 1.00000
  Train Epoch:  13 [131/195.3125 (0.67%)]	Loss_cls_domain: 0.04238	Loss_cls_source: 0.20259	Loss_cls_target: 0.00987	Loss_local: 0.00001	Loss_ALM: 179.36838	 mu: 1.00000
  Train Epoch:  13 [141/195.3125 (0.72%)]	Loss_cls_domain: 0.04339	Loss_cls_source: 0.26400	Loss_cls_target: 0.01107	Loss_local: 0.00002	Loss_ALM: 179.69864	 mu: 1.00000
  Train Epoch:  13 [151/195.3125 (0.77%)]	Loss_cls_domain: 0.04430	Loss_cls_source: 0.41222	Loss_cls_target: 0.01113	Loss_local: 0.00002	Loss_ALM: 180.06624	 mu: 1.00000
  Train Epoch:  13 [161/195.3125 (0.82%)]	Loss_cls_domain: 0.04420	Loss_cls_source: 0.46222	Loss_cls_target: 0.00895	Loss_local: 0.00002	Loss_ALM: 179.93039	 mu: 1.00000
  Train Epoch:  13 [171/195.3125 (0.88%)]	Loss_cls_domain: 0.04358	Loss_cls_source: 0.43059	Loss_cls_target: 0.00964	Loss_local: 0.00002	Loss_ALM: 179.71405	 mu: 1.00000
  Train Epoch:  13 [181/195.3125 (0.93%)]	Loss_cls_domain: 0.04353	Loss_cls_source: 0.37938	Loss_cls_target: 0.00877	Loss_local: 0.00002	Loss_ALM: 179.53583	 mu: 1.00000
  Train Epoch:  13 [191/195.3125 (0.98%)]	Loss_cls_domain: 0.04641	Loss_cls_source: 0.45859	Loss_cls_target: 0.00922	Loss_local: 0.00002	Loss_ALM: 180.23126	 mu: 1.00000
  Train Epoch:  13 [201/195.3125 (1.03%)]	Loss_cls_domain: 0.04539	Loss_cls_source: 0.59213	Loss_cls_target: 0.00952	Loss_local: 0.00002	Loss_ALM: 180.17798	 mu: 1.00000
  Train Epoch:  13 [211/195.3125 (1.08%)]	Loss_cls_domain: 0.04179	Loss_cls_source: 0.30169	Loss_cls_target: 0.00892	Loss_local: 0.00001	Loss_ALM: 179.29636	 mu: 1.00000
  Train Epoch:  13 [221/195.3125 (1.13%)]	Loss_cls_domain: 0.04268	Loss_cls_source: 0.43958	Loss_cls_target: 0.01082	Loss_local: 0.00002	Loss_ALM: 179.79034	 mu: 1.00000
  Train Epoch:  13 [231/195.3125 (1.18%)]	Loss_cls_domain: 0.04377	Loss_cls_source: 0.43124	Loss_cls_target: 0.01027	Loss_local: 0.00002	Loss_ALM: 179.86642	 mu: 1.00000
  Train Epoch:  14 [  1/195.3125 (0.01%)]	Loss_cls_domain: 0.04131	Loss_cls_source: 0.33486	Loss_cls_target: 0.01016	Loss_local: 0.00002	Loss_ALM: 179.41522	 mu: 1.00000
  Train Epoch:  14 [ 11/195.3125 (0.06%)]	Loss_cls_domain: 0.04213	Loss_cls_source: 0.32069	Loss_cls_target: 0.00911	Loss_local: 0.00001	Loss_ALM: 179.51190	 mu: 1.00000
  Train Epoch:  14 [ 21/195.3125 (0.11%)]	Loss_cls_domain: 0.04067	Loss_cls_source: 0.30388	Loss_cls_target: 0.01064	Loss_local: 0.00001	Loss_ALM: 179.39784	 mu: 1.00000
  Train Epoch:  14 [ 31/195.3125 (0.16%)]	Loss_cls_domain: 0.04266	Loss_cls_source: 0.59836	Loss_cls_target: 0.00981	Loss_local: 0.00002	Loss_ALM: 179.69087	 mu: 1.00000
  Train Epoch:  14 [ 41/195.3125 (0.21%)]	Loss_cls_domain: 0.04114	Loss_cls_source: 0.30102	Loss_cls_target: 0.00941	Loss_local: 0.00001	Loss_ALM: 179.32809	 mu: 1.00000
  Train Epoch:  14 [ 51/195.3125 (0.26%)]	Loss_cls_domain: 0.04196	Loss_cls_source: 0.52719	Loss_cls_target: 0.01041	Loss_local: 0.00002	Loss_ALM: 179.76562	 mu: 1.00000
  Train Epoch:  14 [ 61/195.3125 (0.31%)]	Loss_cls_domain: 0.04327	Loss_cls_source: 0.42616	Loss_cls_target: 0.01137	Loss_local: 0.00002	Loss_ALM: 180.11517	 mu: 1.00000
  Train Epoch:  14 [ 71/195.3125 (0.36%)]	Loss_cls_domain: 0.04345	Loss_cls_source: 0.50989	Loss_cls_target: 0.01116	Loss_local: 0.00002	Loss_ALM: 180.23671	 mu: 1.00000
  Train Epoch:  14 [ 81/195.3125 (0.41%)]	Loss_cls_domain: 0.04267	Loss_cls_source: 0.48823	Loss_cls_target: 0.00954	Loss_local: 0.00002	Loss_ALM: 179.85770	 mu: 1.00000
  Train Epoch:  14 [ 91/195.3125 (0.47%)]	Loss_cls_domain: 0.04277	Loss_cls_source: 0.46726	Loss_cls_target: 0.00866	Loss_local: 0.00002	Loss_ALM: 179.89662	 mu: 1.00000
  Train Epoch:  14 [101/195.3125 (0.52%)]	Loss_cls_domain: 0.04344	Loss_cls_source: 0.40038	Loss_cls_target: 0.00894	Loss_local: 0.00002	Loss_ALM: 179.92889	 mu: 1.00000
  Train Epoch:  14 [111/195.3125 (0.57%)]	Loss_cls_domain: 0.04258	Loss_cls_source: 0.37602	Loss_cls_target: 0.00975	Loss_local: 0.00002	Loss_ALM: 179.87749	 mu: 1.00000
  Train Epoch:  14 [121/195.3125 (0.62%)]	Loss_cls_domain: 0.04043	Loss_cls_source: 0.24868	Loss_cls_target: 0.00968	Loss_local: 0.00001	Loss_ALM: 179.42415	 mu: 1.00000
  Train Epoch:  14 [131/195.3125 (0.67%)]	Loss_cls_domain: 0.04212	Loss_cls_source: 0.40636	Loss_cls_target: 0.00870	Loss_local: 0.00002	Loss_ALM: 179.69122	 mu: 1.00000
  Train Epoch:  14 [141/195.3125 (0.72%)]	Loss_cls_domain: 0.04398	Loss_cls_source: 0.47676	Loss_cls_target: 0.00905	Loss_local: 0.00002	Loss_ALM: 179.99399	 mu: 1.00000
  Train Epoch:  14 [151/195.3125 (0.77%)]	Loss_cls_domain: 0.04087	Loss_cls_source: 0.34355	Loss_cls_target: 0.00977	Loss_local: 0.00002	Loss_ALM: 179.37811	 mu: 1.00000
  Train Epoch:  14 [161/195.3125 (0.82%)]	Loss_cls_domain: 0.04102	Loss_cls_source: 0.20985	Loss_cls_target: 0.00919	Loss_local: 0.00001	Loss_ALM: 179.50247	 mu: 1.00000
  Train Epoch:  14 [171/195.3125 (0.88%)]	Loss_cls_domain: 0.04210	Loss_cls_source: 0.42518	Loss_cls_target: 0.00926	Loss_local: 0.00002	Loss_ALM: 179.85248	 mu: 1.00000
  Train Epoch:  14 [181/195.3125 (0.93%)]	Loss_cls_domain: 0.04096	Loss_cls_source: 0.48053	Loss_cls_target: 0.00944	Loss_local: 0.00002	Loss_ALM: 179.56468	 mu: 1.00000
  Train Epoch:  14 [191/195.3125 (0.98%)]	Loss_cls_domain: 0.04235	Loss_cls_source: 0.42008	Loss_cls_target: 0.00970	Loss_local: 0.00002	Loss_ALM: 179.80374	 mu: 1.00000
  Train Epoch:  14 [201/195.3125 (1.03%)]	Loss_cls_domain: 0.04204	Loss_cls_source: 0.51473	Loss_cls_target: 0.00952	Loss_local: 0.00002	Loss_ALM: 179.90352	 mu: 1.00000
  Train Epoch:  14 [211/195.3125 (1.08%)]	Loss_cls_domain: 0.04061	Loss_cls_source: 0.26137	Loss_cls_target: 0.00993	Loss_local: 0.00001	Loss_ALM: 179.53621	 mu: 1.00000
  Train Epoch:  14 [221/195.3125 (1.13%)]	Loss_cls_domain: 0.04137	Loss_cls_source: 0.58288	Loss_cls_target: 0.00902	Loss_local: 0.00002	Loss_ALM: 179.64639	 mu: 1.00000
  Train Epoch:  14 [231/195.3125 (1.18%)]	Loss_cls_domain: 0.04038	Loss_cls_source: 0.29615	Loss_cls_target: 0.00947	Loss_local: 0.00001	Loss_ALM: 179.48547	 mu: 1.00000
  Train Epoch:  15 [  1/195.3125 (0.01%)]	Loss_cls_domain: 0.04071	Loss_cls_source: 0.38286	Loss_cls_target: 0.00928	Loss_local: 0.00002	Loss_ALM: 179.54192	 mu: 1.00000
  Train Epoch:  15 [ 11/195.3125 (0.06%)]	Loss_cls_domain: 0.03997	Loss_cls_source: 0.31559	Loss_cls_target: 0.00996	Loss_local: 0.00002	Loss_ALM: 179.42891	 mu: 1.00000
  Train Epoch:  15 [ 21/195.3125 (0.11%)]	Loss_cls_domain: 0.04097	Loss_cls_source: 0.53116	Loss_cls_target: 0.00972	Loss_local: 0.00002	Loss_ALM: 179.61119	 mu: 1.00000
  Train Epoch:  15 [ 31/195.3125 (0.16%)]	Loss_cls_domain: 0.04070	Loss_cls_source: 0.25353	Loss_cls_target: 0.00798	Loss_local: 0.00001	Loss_ALM: 179.48004	 mu: 1.00000
  Train Epoch:  15 [ 41/195.3125 (0.21%)]	Loss_cls_domain: 0.03983	Loss_cls_source: 0.25113	Loss_cls_target: 0.00995	Loss_local: 0.00001	Loss_ALM: 179.51559	 mu: 1.00000
  Train Epoch:  15 [ 51/195.3125 (0.26%)]	Loss_cls_domain: 0.03843	Loss_cls_source: 0.20779	Loss_cls_target: 0.00743	Loss_local: 0.00001	Loss_ALM: 179.00705	 mu: 1.00000
  Train Epoch:  15 [ 61/195.3125 (0.31%)]	Loss_cls_domain: 0.04173	Loss_cls_source: 0.45897	Loss_cls_target: 0.00851	Loss_local: 0.00002	Loss_ALM: 179.96762	 mu: 1.00000
  Train Epoch:  15 [ 71/195.3125 (0.36%)]	Loss_cls_domain: 0.04079	Loss_cls_source: 0.49514	Loss_cls_target: 0.00885	Loss_local: 0.00002	Loss_ALM: 179.83670	 mu: 1.00000
  Train Epoch:  15 [ 81/195.3125 (0.41%)]	Loss_cls_domain: 0.03906	Loss_cls_source: 0.27260	Loss_cls_target: 0.00897	Loss_local: 0.00001	Loss_ALM: 179.42470	 mu: 1.00000
  Train Epoch:  15 [ 91/195.3125 (0.47%)]	Loss_cls_domain: 0.03996	Loss_cls_source: 0.36269	Loss_cls_target: 0.00850	Loss_local: 0.00001	Loss_ALM: 179.49930	 mu: 1.00000
  Train Epoch:  15 [101/195.3125 (0.52%)]	Loss_cls_domain: 0.04166	Loss_cls_source: 0.47261	Loss_cls_target: 0.01076	Loss_local: 0.00002	Loss_ALM: 180.16678	 mu: 1.00000
  Train Epoch:  15 [111/195.3125 (0.57%)]	Loss_cls_domain: 0.03981	Loss_cls_source: 0.34704	Loss_cls_target: 0.00863	Loss_local: 0.00001	Loss_ALM: 179.60487	 mu: 1.00000
  Train Epoch:  15 [121/195.3125 (0.62%)]	Loss_cls_domain: 0.03833	Loss_cls_source: 0.27457	Loss_cls_target: 0.00881	Loss_local: 0.00001	Loss_ALM: 179.34134	 mu: 1.00000
  Train Epoch:  15 [131/195.3125 (0.67%)]	Loss_cls_domain: 0.04056	Loss_cls_source: 0.46847	Loss_cls_target: 0.00771	Loss_local: 0.00002	Loss_ALM: 179.83771	 mu: 1.00000
  Train Epoch:  15 [141/195.3125 (0.72%)]	Loss_cls_domain: 0.03914	Loss_cls_source: 0.18984	Loss_cls_target: 0.01085	Loss_local: 0.00001	Loss_ALM: 179.59381	 mu: 1.00000
  Train Epoch:  15 [151/195.3125 (0.77%)]	Loss_cls_domain: 0.04012	Loss_cls_source: 0.47256	Loss_cls_target: 0.00947	Loss_local: 0.00002	Loss_ALM: 179.52330	 mu: 1.00000
  Train Epoch:  15 [161/195.3125 (0.82%)]	Loss_cls_domain: 0.03903	Loss_cls_source: 0.40282	Loss_cls_target: 0.00839	Loss_local: 0.00002	Loss_ALM: 179.37401	 mu: 1.00000
  Train Epoch:  15 [171/195.3125 (0.88%)]	Loss_cls_domain: 0.04045	Loss_cls_source: 0.43026	Loss_cls_target: 0.00833	Loss_local: 0.00002	Loss_ALM: 179.67474	 mu: 1.00000
  Train Epoch:  15 [181/195.3125 (0.93%)]	Loss_cls_domain: 0.03992	Loss_cls_source: 0.49147	Loss_cls_target: 0.00845	Loss_local: 0.00002	Loss_ALM: 179.71098	 mu: 1.00000
  Train Epoch:  15 [191/195.3125 (0.98%)]	Loss_cls_domain: 0.03932	Loss_cls_source: 0.27232	Loss_cls_target: 0.00836	Loss_local: 0.00001	Loss_ALM: 179.45479	 mu: 1.00000
  Train Epoch:  15 [201/195.3125 (1.03%)]	Loss_cls_domain: 0.04031	Loss_cls_source: 0.34020	Loss_cls_target: 0.00870	Loss_local: 0.00001	Loss_ALM: 179.65552	 mu: 1.00000
  Train Epoch:  15 [211/195.3125 (1.08%)]	Loss_cls_domain: 0.03807	Loss_cls_source: 0.24167	Loss_cls_target: 0.00797	Loss_local: 0.00001	Loss_ALM: 178.94023	 mu: 1.00000
  Train Epoch:  15 [221/195.3125 (1.13%)]	Loss_cls_domain: 0.03876	Loss_cls_source: 0.35053	Loss_cls_target: 0.00830	Loss_local: 0.00001	Loss_ALM: 179.26027	 mu: 1.00000
  Train Epoch:  15 [231/195.3125 (1.18%)]	Loss_cls_domain: 0.03793	Loss_cls_source: 0.21528	Loss_cls_target: 0.00920	Loss_local: 0.00001	Loss_ALM: 179.07013	 mu: 1.00000
  Train Epoch:  16 [  1/195.3125 (0.01%)]	Loss_cls_domain: 0.03716	Loss_cls_source: 0.30513	Loss_cls_target: 0.00904	Loss_local: 0.00001	Loss_ALM: 178.92909	 mu: 1.00000
  Train Epoch:  16 [ 11/195.3125 (0.06%)]	Loss_cls_domain: 0.03939	Loss_cls_source: 0.37132	Loss_cls_target: 0.00935	Loss_local: 0.00002	Loss_ALM: 179.48978	 mu: 1.00000
  Train Epoch:  16 [ 21/195.3125 (0.11%)]	Loss_cls_domain: 0.03719	Loss_cls_source: 0.14731	Loss_cls_target: 0.01004	Loss_local: 0.00001	Loss_ALM: 179.08475	 mu: 1.00000
  Train Epoch:  16 [ 31/195.3125 (0.16%)]	Loss_cls_domain: 0.03962	Loss_cls_source: 0.28081	Loss_cls_target: 0.00852	Loss_local: 0.00001	Loss_ALM: 179.54482	 mu: 1.00000
  Train Epoch:  16 [ 41/195.3125 (0.21%)]	Loss_cls_domain: 0.03750	Loss_cls_source: 0.23184	Loss_cls_target: 0.00887	Loss_local: 0.00001	Loss_ALM: 179.30139	 mu: 1.00000
  Train Epoch:  16 [ 51/195.3125 (0.26%)]	Loss_cls_domain: 0.03745	Loss_cls_source: 0.36086	Loss_cls_target: 0.00878	Loss_local: 0.00001	Loss_ALM: 179.21541	 mu: 1.00000
  Train Epoch:  16 [ 61/195.3125 (0.31%)]	Loss_cls_domain: 0.03711	Loss_cls_source: 0.19695	Loss_cls_target: 0.00756	Loss_local: 0.00001	Loss_ALM: 179.14311	 mu: 1.00000
  Train Epoch:  16 [ 71/195.3125 (0.36%)]	Loss_cls_domain: 0.04063	Loss_cls_source: 0.59779	Loss_cls_target: 0.00850	Loss_local: 0.00002	Loss_ALM: 180.06639	 mu: 1.00000
  Train Epoch:  16 [ 81/195.3125 (0.41%)]	Loss_cls_domain: 0.03770	Loss_cls_source: 0.50248	Loss_cls_target: 0.00876	Loss_local: 0.00002	Loss_ALM: 179.31189	 mu: 1.00000
  Train Epoch:  16 [ 91/195.3125 (0.47%)]	Loss_cls_domain: 0.03722	Loss_cls_source: 0.23935	Loss_cls_target: 0.00919	Loss_local: 0.00001	Loss_ALM: 179.18034	 mu: 1.00000
  Train Epoch:  16 [101/195.3125 (0.52%)]	Loss_cls_domain: 0.04051	Loss_cls_source: 0.75337	Loss_cls_target: 0.01093	Loss_local: 0.00003	Loss_ALM: 180.15543	 mu: 1.00000
  Train Epoch:  16 [111/195.3125 (0.57%)]	Loss_cls_domain: 0.03820	Loss_cls_source: 0.23810	Loss_cls_target: 0.00944	Loss_local: 0.00001	Loss_ALM: 179.50270	 mu: 1.00000
  Train Epoch:  16 [121/195.3125 (0.62%)]	Loss_cls_domain: 0.03823	Loss_cls_source: 0.36181	Loss_cls_target: 0.00801	Loss_local: 0.00001	Loss_ALM: 179.67274	 mu: 1.00000
  Train Epoch:  16 [131/195.3125 (0.67%)]	Loss_cls_domain: 0.03816	Loss_cls_source: 0.47641	Loss_cls_target: 0.00751	Loss_local: 0.00002	Loss_ALM: 179.56308	 mu: 1.00000
  Train Epoch:  16 [141/195.3125 (0.72%)]	Loss_cls_domain: 0.03825	Loss_cls_source: 0.42512	Loss_cls_target: 0.00917	Loss_local: 0.00002	Loss_ALM: 179.65739	 mu: 1.00000
  Train Epoch:  16 [151/195.3125 (0.77%)]	Loss_cls_domain: 0.03668	Loss_cls_source: 0.30770	Loss_cls_target: 0.00987	Loss_local: 0.00002	Loss_ALM: 179.35657	 mu: 1.00000
  Train Epoch:  16 [161/195.3125 (0.82%)]	Loss_cls_domain: 0.03787	Loss_cls_source: 0.42372	Loss_cls_target: 0.00816	Loss_local: 0.00002	Loss_ALM: 179.56042	 mu: 1.00000
  Train Epoch:  16 [171/195.3125 (0.88%)]	Loss_cls_domain: 0.03769	Loss_cls_source: 0.53899	Loss_cls_target: 0.00822	Loss_local: 0.00002	Loss_ALM: 179.44574	 mu: 1.00000
  Train Epoch:  16 [181/195.3125 (0.93%)]	Loss_cls_domain: 0.03694	Loss_cls_source: 0.17773	Loss_cls_target: 0.00860	Loss_local: 0.00001	Loss_ALM: 179.28934	 mu: 1.00000
  Train Epoch:  16 [191/195.3125 (0.98%)]	Loss_cls_domain: 0.03861	Loss_cls_source: 0.36034	Loss_cls_target: 0.00873	Loss_local: 0.00002	Loss_ALM: 179.62791	 mu: 1.00000
  Train Epoch:  16 [201/195.3125 (1.03%)]	Loss_cls_domain: 0.03838	Loss_cls_source: 0.56644	Loss_cls_target: 0.00789	Loss_local: 0.00002	Loss_ALM: 179.63527	 mu: 1.00000
  Train Epoch:  16 [211/195.3125 (1.08%)]	Loss_cls_domain: 0.03756	Loss_cls_source: 0.35009	Loss_cls_target: 0.00998	Loss_local: 0.00002	Loss_ALM: 179.33365	 mu: 1.00000
  Train Epoch:  16 [221/195.3125 (1.13%)]	Loss_cls_domain: 0.03563	Loss_cls_source: 0.20994	Loss_cls_target: 0.00884	Loss_local: 0.00001	Loss_ALM: 179.01349	 mu: 1.00000
  Train Epoch:  16 [231/195.3125 (1.18%)]	Loss_cls_domain: 0.03637	Loss_cls_source: 0.16660	Loss_cls_target: 0.00880	Loss_local: 0.00001	Loss_ALM: 179.21344	 mu: 1.00000
  Train Epoch:  17 [  1/195.3125 (0.01%)]	Loss_cls_domain: 0.03726	Loss_cls_source: 0.35525	Loss_cls_target: 0.00895	Loss_local: 0.00001	Loss_ALM: 179.53429	 mu: 1.00000
  Train Epoch:  17 [ 11/195.3125 (0.06%)]	Loss_cls_domain: 0.03592	Loss_cls_source: 0.29702	Loss_cls_target: 0.00875	Loss_local: 0.00001	Loss_ALM: 179.04628	 mu: 1.00000
  Train Epoch:  17 [ 21/195.3125 (0.11%)]	Loss_cls_domain: 0.03525	Loss_cls_source: 0.13762	Loss_cls_target: 0.00782	Loss_local: 0.00001	Loss_ALM: 178.95256	 mu: 1.00000
  Train Epoch:  17 [ 31/195.3125 (0.16%)]	Loss_cls_domain: 0.03540	Loss_cls_source: 0.15593	Loss_cls_target: 0.00789	Loss_local: 0.00001	Loss_ALM: 179.00992	 mu: 1.00000
  Train Epoch:  17 [ 41/195.3125 (0.21%)]	Loss_cls_domain: 0.03543	Loss_cls_source: 0.20674	Loss_cls_target: 0.00822	Loss_local: 0.00001	Loss_ALM: 179.04211	 mu: 1.00000
  Train Epoch:  17 [ 51/195.3125 (0.26%)]	Loss_cls_domain: 0.03528	Loss_cls_source: 0.24456	Loss_cls_target: 0.00971	Loss_local: 0.00001	Loss_ALM: 179.14825	 mu: 1.00000
  Train Epoch:  17 [ 61/195.3125 (0.31%)]	Loss_cls_domain: 0.03480	Loss_cls_source: 0.17035	Loss_cls_target: 0.00792	Loss_local: 0.00001	Loss_ALM: 178.93494	 mu: 1.00000
  Train Epoch:  17 [ 71/195.3125 (0.36%)]	Loss_cls_domain: 0.03542	Loss_cls_source: 0.43139	Loss_cls_target: 0.00913	Loss_local: 0.00002	Loss_ALM: 179.20940	 mu: 1.00000
  Train Epoch:  17 [ 81/195.3125 (0.41%)]	Loss_cls_domain: 0.03610	Loss_cls_source: 0.45235	Loss_cls_target: 0.00898	Loss_local: 0.00002	Loss_ALM: 179.45280	 mu: 1.00000
  Train Epoch:  17 [ 91/195.3125 (0.47%)]	Loss_cls_domain: 0.03542	Loss_cls_source: 0.41104	Loss_cls_target: 0.00701	Loss_local: 0.00002	Loss_ALM: 179.04559	 mu: 1.00000
  Train Epoch:  17 [101/195.3125 (0.52%)]	Loss_cls_domain: 0.03735	Loss_cls_source: 0.48546	Loss_cls_target: 0.00727	Loss_local: 0.00002	Loss_ALM: 179.77750	 mu: 1.00000
  Train Epoch:  17 [111/195.3125 (0.57%)]	Loss_cls_domain: 0.03677	Loss_cls_source: 0.36534	Loss_cls_target: 0.01033	Loss_local: 0.00002	Loss_ALM: 179.64417	 mu: 1.00000
